date,title,description,source,url,sentiment_polarity,sentiment_subjectivity
2025-12-09,From HDFC To PNB: Banks Cut Lending Rates After RBI Repo Slash By 25 Bps To 5.25%,"RBI repo rate cut prompts HDFC Bank, PNB, Bank of Baroda, Indian Bank, Bank of India, and Bank of Maharashtra to lower lending rates and EMIs.",News18,https://www.news18.com/business/banking-finance/from-hdfc-to-pnb-banks-cut-lending-rates-after-rbi-repo-slash-by-25-bps-to-5-25-ws-l-9757677.html,0.0,0.0
2025-12-08,"Home loan relief: Banks cut MCLR, RLLR and RBLR after RBI repo rate trim; here’s how your EMIs may fall","India Business News: Home loan borrowers are set to benefit as major banks, including HDFC Bank, PNB, and Bank of Baroda, have reduced lending rates following the RBI's 25",Times of India,https://timesofindia.indiatimes.com/business/india-business/home-loan-relief-banks-cut-mclr-rllr-and-rblr-after-rbi-repo-rate-trim-heres-how-your-emis-may-fall/articleshow/125842695.cms,0.03125,0.3
2025-12-06,"Linked Interest Rate, Others to Follow Suit – Outlook Business","Bank of Baroda and Bank of India have cut their repo-linked lending rates, indicating that more banks may follow as borrowing conditions ease across the financial sector.",Outlook Business,https://www.outlookbusiness.com/corporate/bob-bank-of-india-cut-repo-linked-interest-rate-others-to-follow-suit,0.25,0.25
2025-12-06,Bank Of Baroda & Bank Of India Follow Suit After RBI Slashes Key Policy Rate,"Hours after the RBI slashed key policy rate, state-owned lenders, Bank of Baroda (BoB) and Bank of India, announced an interest rate cut on loans linked to repo rate by 25 basis points, a move expected to be followed by other lenders too.Baroda Repo Based Lending Rate (BRLLR) to come down to 7.90 per cent as against the existing 8.15 per cent. The new rate would be effective from December 6.",Free Press Journal,https://www.freepressjournal.in/business/bank-of-baroda-bank-of-india-follow-suit-after-rbi-slashes-key-policy-rate,0.05082972582972582,0.6169191919191919
2025-12-05,"Bank of Baroda cut repo-linked interest rate, others to follow suit","NEW DELHI, Dec 5: Hours after the RBI slashed key policy rate, state-owned Bank of Baroda announced an interest rate cut on loans linked to repo rate by 25 basis points, a development to be followed by other lenders. Baroda Repo Based Lending Rate (BRLLR) to come down to 7.90 per cent as against the existing 8.15 per cent, Bank of Baroda said in a regulatory filing. The new rate would be effective from December 6, it said. Another state-owned […]",Daily Excelsior,https://www.dailyexcelsior.com/bank-of-baroda-cut-repo-linked-interest-rate-others-to-follow-suit/,0.09869528619528618,0.5621632996632996
2025-12-05,"Bank of Baroda cut repo-linked interest rate, others to follow suit","Bank of Baroda cut repo-linked interest rate, others to follow suit",News18,https://www.news18.com/agency-feeds/bank-of-baroda-cut-repo-linked-interest-rate-others-to-follow-suit-9752701.html,0.0,0.0
2025-12-05,Repo Rate Cuts: A Boost for Borrowers Amid High Tariffs,"The Reserve Bank of India has cut the repo rate by 25 basis points, prompting state-owned banks like Bank of Baroda and Indian Bank to lower their lending rates. This move aims to counteract the economic impact of steep US tariffs on Indian goods by making borrowing more affordable.",Devdiscourse,https://www.devdiscourse.com/article/business/3720809-repo-rate-cuts-a-boost-for-borrowers-amid-high-tariffs,0.2866666666666667,0.41333333333333333
2025-12-05,Another 25-basis-point policy rate cut likely in February MPC: Bank of Baroda economist,"The RBI Governor in his MPC statement noted that a ""rare goldilocks"" opportunity was provided in H1 2025-26 with solid growth and benign inflation.",The Economic Times,https://economictimes.indiatimes.com/news/economy/policy/another-25-basis-point-policy-rate-cut-likely-in-february-mpc-bank-of-baroda-economist/articleshow/125789291.cms,0.09999999999999999,0.6666666666666666
2025-12-05,Home loan EMI to fall for Bank of Baroda borrowers: PSU bank cuts lending rates for these borrowers,"Following the RBI's 25 bps repo rate cut, Bank of Baroda has reduced its Benchmark Retail Loan Lending Rate (BRLLR) from 8.15% to 7.90%, effective December 6, 2025. This move is expected to prompt other banks to lower their repo-linked lending rates.",The Economic Times,https://economictimes.indiatimes.com/wealth/borrow/home-loan-emi-to-fall-for-bank-of-baroda-borrowers-psu-bank-cuts-lending-rates-for-these-borrowers/articleshow/125789215.cms,0.09375,0.41875
2025-12-05,point policy rate cut likely in February MPC: Bank of Baroda economist,"There is a high probability that Reserve Bank of India (RBI) would go for another rate cut in the next monetary policy review meeting in February 2026, Bank of Baroda said in a report Friday, hours after the central bank Governor Sanjay Malhotra characterised India's current macroeconomic moment as a 'rare goldilocks period'.",The Tribune,https://www.tribuneindia.com/news/business/another-25-basis-point-policy-rate-cut-likely-in-february-mpc-bank-of-baroda-economist/,0.07666666666666666,0.515
